date,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
1996-08-01,91.42,1.39,2,"1994-08-01 1995-08-01",22.63,1.92,2,"1994-08-01 1995-08-01",18.89,1.02,2,"1994-08-01 1995-08-01",55.27,0.6,2,"1994-08-01 1995-08-01",13.26,0.94,2,"1994-08-01 1995-08-01",4.23,0.61,2,"1994-08-01 1995-08-01",158.5,0,1,"1995-08-01 1995-08-01",158.5,0,1,"1995-08-01 1995-08-01",0,0,1,"1995-08-01 1995-08-01",0,0,1,"1995-08-01 1995-08-01",,,,
1996-07-01,90.34,0.27,2,"1994-07-01 1995-07-01",23.76,0.82,2,"1994-07-01 1995-07-01",20.03,0.48,2,"1994-07-01 1995-07-01",55.24,0.11,2,"1994-07-01 1995-07-01",14.7,0.88,2,"1994-07-01 1995-07-01",4.11,0.63,2,"1994-07-01 1995-07-01",102.8,0,1,"1995-07-01 1995-07-01",102.8,0,1,"1995-07-01 1995-07-01",0,0,1,"1995-07-01 1995-07-01",0,0,1,"1995-07-01 1995-07-01",,,,
1996-06-01,81.68,0.82,2,"1994-06-01 1995-06-01",23.68,0.62,2,"1994-06-01 1995-06-01",19.07,0.47,2,"1994-06-01 1995-06-01",45.75,1.18,2,"1994-06-01 1995-06-01",13.95,0.38,2,"1994-06-01 1995-06-01",4.67,0.97,2,"1994-06-01 1995-06-01",,,,,,,,,,,,,,,,,,,,
1996-05-01,83.97,0.13,2,"1994-05-01 1995-05-01",15.92,0.08,2,"1994-05-01 1995-05-01",21.56,0.66,2,"1994-05-01 1995-05-01",43.5,4.95,2,"1994-05-01 1995-05-01",7.08,0.4,2,"1994-05-01 1995-05-01",5.29,0.68,2,"1994-05-01 1995-05-01",,,,,,,,,,,,,,,,,,,,
1996-04-01,87.9,0.67,2,"1994-04-01 1995-04-01",6.65,1.15,2,"1994-04-01 1995-04-01",21.78,1.28,2,"1994-04-01 1995-04-01",48.57,0.83,2,"1994-04-01 1995-04-01",-0.9,0.33,2,"1994-04-01 1995-04-01",6.55,0.28,2,"1994-04-01 1995-04-01",,,,,,,,,,,,,,,,,,,,
1996-03-01,89.84,2.74,2,"1994-03-01 1995-03-01",2.08,1.08,2,"1994-03-01 1995-03-01",19.27,0.5,2,"1994-03-01 1995-03-01",54.74,4,2,"1994-03-01 1995-03-01",-6.34,0.89,2,"1994-03-01 1995-03-01",4.32,0.77,2,"1994-03-01 1995-03-01",,,,,,,,,,,,,,,,,,,,
1996-02-01,90.12,0.16,2,"1994-02-01 1995-02-01",-7.88,0.55,2,"1994-02-01 1995-02-01",20.88,1.2,2,"1994-02-01 1995-02-01",62.57,1.71,2,"1994-02-01 1995-02-01",-15.86,0.68,2,"1994-02-01 1995-02-01",5.64,0.54,2,"1994-02-01 1995-02-01",,,,,,,,,,,,,,,,,,,,
1996-01-01,93.39,0,1,"1995-01-01 1995-01-01",-4.84,0,1,"1995-01-01 1995-01-01",18.58,0,1,"1995-01-01 1995-01-01",74.58,0,1,"1995-01-01 1995-01-01",-9.97,0,1,"1995-01-01 1995-01-01",5.58,0,1,"1995-01-01 1995-01-01",,,,,,,,,,,,,,,,,,,,
1995-12-01,95.47,0,1,"1994-12-01 1994-12-01",-0.5,0,1,"1994-12-01 1994-12-01",15.37,0,1,"1994-12-01 1994-12-01",75.53,0,1,"1994-12-01 1994-12-01",-5.03,0,1,"1994-12-01 1994-12-01",2.3,0,1,"1994-12-01 1994-12-01",,,,,,,,,,,,,,,,,,,,
1995-11-01,92.47,0,1,"1994-11-01 1994-11-01",4.63,0,1,"1994-11-01 1994-11-01",21.9,0,1,"1994-11-01 1994-11-01",62.47,0,1,"1994-11-01 1994-11-01",-0.83,0,1,"1994-11-01 1994-11-01",6.37,0,1,"1994-11-01 1994-11-01",,,,,,,,,,,,,,,,,,,,
1995-10-01,91.06,0,1,"1994-10-01 1994-10-01",12.29,0,1,"1994-10-01 1994-10-01",19.39,0,1,"1994-10-01 1994-10-01",52,0,1,"1994-10-01 1994-10-01",5.39,0,1,"1994-10-01 1994-10-01",3.9,0,1,"1994-10-01 1994-10-01",,,,,,,,,,,,,,,,,,,,
1995-09-01,93.77,0,1,"1994-09-01 1994-09-01",18.2,0,1,"1994-09-01 1994-09-01",16.53,0,1,"1994-09-01 1994-09-01",61.07,0,1,"1994-09-01 1994-09-01",10.83,0,1,"1994-09-01 1994-09-01",2.7,0,1,"1994-09-01 1994-09-01",,,,,,,,,,,,,,,,,,,,
1995-08-01,92.81,0,1,"1994-08-01 1994-08-01",20.71,0,1,"1994-08-01 1994-08-01",19.9,0,1,"1994-08-01 1994-08-01",55.87,0,1,"1994-08-01 1994-08-01",12.32,0,1,"1994-08-01 1994-08-01",3.61,0,1,"1994-08-01 1994-08-01",,,,,,,,,,,,,,,,,,,,
1995-07-01,90.06,0,1,"1994-07-01 1994-07-01",22.94,0,1,"1994-07-01 1994-07-01",19.55,0,1,"1994-07-01 1994-07-01",55.13,0,1,"1994-07-01 1994-07-01",15.58,0,1,"1994-07-01 1994-07-01",3.48,0,1,"1994-07-01 1994-07-01",,,,,,,,,,,,,,,,,,,,
1995-06-01,80.87,0,1,"1994-06-01 1994-06-01",23.07,0,1,"1994-06-01 1994-06-01",19.53,0,1,"1994-06-01 1994-06-01",44.57,0,1,"1994-06-01 1994-06-01",13.57,0,1,"1994-06-01 1994-06-01",3.7,0,1,"1994-06-01 1994-06-01",,,,,,,,,,,,,,,,,,,,
1995-05-01,83.84,0,1,"1994-05-01 1994-05-01",15.84,0,1,"1994-05-01 1994-05-01",22.23,0,1,"1994-05-01 1994-05-01",38.55,0,1,"1994-05-01 1994-05-01",6.68,0,1,"1994-05-01 1994-05-01",4.61,0,1,"1994-05-01 1994-05-01",,,,,,,,,,,,,,,,,,,,
1995-04-01,87.23,0,1,"1994-04-01 1994-04-01",7.8,0,1,"1994-04-01 1994-04-01",23.07,0,1,"1994-04-01 1994-04-01",47.73,0,1,"1994-04-01 1994-04-01",-0.57,0,1,"1994-04-01 1994-04-01",6.27,0,1,"1994-04-01 1994-04-01",,,,,,,,,,,,,,,,,,,,
1995-03-01,92.58,0,1,"1994-03-01 1994-03-01",1,0,1,"1994-03-01 1994-03-01",19.77,0,1,"1994-03-01 1994-03-01",58.74,0,1,"1994-03-01 1994-03-01",-7.23,0,1,"1994-03-01 1994-03-01",3.55,0,1,"1994-03-01 1994-03-01",,,,,,,,,,,,,,,,,,,,
1995-02-01,89.96,0,1,"1994-02-01 1994-02-01",-8.43,0,1,"1994-02-01 1994-02-01",19.68,0,1,"1994-02-01 1994-02-01",64.29,0,1,"1994-02-01 1994-02-01",-16.54,0,1,"1994-02-01 1994-02-01",5.11,0,1,"1994-02-01 1994-02-01",,,,,,,,,,,,,,,,,,,,
1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
